cdr_id,subscriber_id,call_start_time,call_end_time,duration_seconds,source_tower_id,destination_tower_id,call_type,call_status,roaming_flag,network_type,signal_strength_dbm,latency_ms,region
CDR-0000149,SUB-00093,2026-07-16T10:06:00,2026-07-16T10:19:03,783,NW-TWR-001,SE-TWR-002,VIDEO,FAILED,N,5G,-70.91,146.11,Northwest
CDR-0000150,SUB-00060,2026-07-17T09:24:00,2026-07-17T09:26:19,139,NW-TWR-001,MW-TWR-001,VIDEO,COMPLETED,N,5G,-99.78,52.67,Northwest
CDR-0000151,SUB-00041,2026-07-04T11:22:00,2026-07-04T11:43:38,1298,NW-TWR-003,SW-TWR-002,VOLTE,COMPLETED,N,4G,-88.26,104.71,Northwest
CDR-0000152,SUB-00073,2026-07-01T11:42:00,2026-07-01T11:48:55,415,SW-TWR-003,SE-TWR-002,VIDEO,FAILED,N,5G,-103.21,257.75,Southwest
CDR-0000153,SUB-00072,2026-07-02T02:29:00,2026-07-02T02:47:29,1109,NW-TWR-002,SE-TWR-001,VOICE,COMPLETED,N,5G,-88.11,154.25,Northwest
CDR-0000154,SUB-00051,2026-07-27T20:46:00,2026-07-27T20:56:46,646,MW-TWR-001,SW-TWR-003,VOICE,COMPLETED,N,5G,-101.21,199.94,Midwest
CDR-0000155,SUB-00010,2026-07-08T03:46:00,2026-07-08T04:01:29,929,SE-TWR-001,NW-TWR-001,VIDEO,COMPLETED,N,5G,-117.86,38.05,Southeast
CDR-0000156,SUB-00074,2026-07-16T02:10:00,2026-07-16T02:37:10,1630,SW-TWR-001,SE-TWR-001,VOICE,COMPLETED,N,5G,-98.55,41.02,Southwest
CDR-0000157,SUB-00042,2026-07-28T09:12:00,2026-07-28T09:17:31,331,MW-TWR-002,SE-TWR-002,VOLTE,COMPLETED,Y,5G,-117.33,249.3,Midwest
CDR-0000158,SUB-00013,2026-07-13T04:57:00,2026-07-13T05:20:20,1400,NW-TWR-003,MW-TWR-003,VOICE,COMPLETED,N,4G,-68.64,224.84,Northwest
CDR-0000159,SUB-00044,2026-07-20T12:56:00,2026-07-20T13:21:10,1510,MW-TWR-001,MW-TWR-002,VOLTE,COMPLETED,N,5G,-99.38,245.86,Midwest
CDR-0000160,SUB-00061,2026-07-22T13:11:00,2026-07-22T13:32:00,1260,MW-TWR-003,NW-TWR-002,VOICE,COMPLETED,Y,5G,-123.76,117.96,Midwest
CDR-0000161,SUB-00003,2026-07-14T02:46:00,2026-07-14T02:48:52,172,NW-TWR-003,SW-TWR-001,VOLTE,COMPLETED,N,4G,-87.01,56.73,Northwest
CDR-0000162,SUB-00058,2026-07-17T09:31:00,2026-07-17T09:56:20,1520,SW-TWR-003,NW-TWR-002,VIDEO,COMPLETED,N,5G,-85.32,166.66,Southwest
CDR-0000163,SUB-00066,2026-07-10T20:50:00,2026-07-10T20:57:46,466,SE-TWR-002,MW-TWR-001,VOLTE,COMPLETED,N,5G,-81.96,112.59,Southeast
CDR-0000164,SUB-00097,2026-07-17T13:35:00,2026-07-17T13:56:32,1292,NW-TWR-002,SW-TWR-003,VIDEO,COMPLETED,N,5G,-101.03,215.87,Northwest
CDR-0000165,SUB-00032,2026-07-28T13:52:00,2026-07-28T14:05:24,804,SW-TWR-002,SE-TWR-002,VOICE,COMPLETED,N,5G,-82.85,135.65,Southwest
CDR-0000166,SUB-00032,2026-07-07T23:07:00,2026-07-07T23:23:59,1019,SW-TWR-003,NW-TWR-002,VOLTE,COMPLETED,N,5G,-67.93,155.68,Southwest
CDR-0000167,SUB-00003,2026-07-10T04:14:00,2026-07-10T04:31:08,1028,MW-TWR-001,MW-TWR-001,VOLTE,COMPLETED,Y,5G,-118.09,89.47,Midwest
CDR-0000168,SUB-00084,2026-07-21T18:33:00,2026-07-21T18:44:48,708,SE-TWR-003,SW-TWR-003,VOLTE,COMPLETED,N,5G,-82.05,235.41,Southeast
CDR-0000169,SUB-00089,2026-07-10T08:34:00,2026-07-10T08:39:30,330,MW-TWR-002,SW-TWR-001,VOICE,COMPLETED,N,5G,-120.48,46.31,Midwest
CDR-0000170,SUB-00042,2026-07-06T14:02:00,2026-07-06T14:27:43,1543,SW-TWR-003,SE-TWR-002,VOICE,COMPLETED,N,5G,-97.13,50.33,Southwest
CDR-0000171,SUB-00053,2026-07-27T08:29:00,2026-07-27T08:39:37,637,SE-TWR-002,SW-TWR-003,VOICE,COMPLETED,Y,5G,-92.77,16.47,Southeast
CDR-0000172,SUB-00094,2026-07-24T06:10:00,2026-07-24T06:34:12,1452,NW-TWR-003,SW-TWR-001,VOICE,DROPPED,N,4G,-78.41,241.92,Northwest
CDR-0000173,SUB-00092,2026-07-04T09:36:00,2026-07-04T09:47:29,689,NW-TWR-001,SE-TWR-002,VOICE,COMPLETED,N,5G,-84.68,167.47,Northwest
CDR-0000174,SUB-00091,2026-07-22T08:48:00,2026-07-22T09:03:09,909,NW-TWR-001,NW-TWR-003,VOLTE,COMPLETED,N,5G,-117.92,189.73,Northwest
CDR-0000175,SUB-00090,2026-07-11T15:29:00,2026-07-11T15:36:13,433,MW-TWR-001,SE-TWR-001,VIDEO,COMPLETED,Y,5G,-69.64,239.31,Midwest
CDR-0000176,SUB-00099,2026-07-18T23:00:00,2026-07-18T23:24:22,1462,SE-TWR-003,SW-TWR-001,VOICE,COMPLETED,N,5G,-115.03,136.04,Southeast
CDR-0000177,SUB-00051,2026-07-05T04:38:00,2026-07-05T04:59:45,1305,SE-TWR-002,NW-TWR-003,VOICE,COMPLETED,N,5G,-88.26,142.71,Southeast
CDR-0000178,SUB-00030,2026-07-11T10:08:00,2026-07-11T10:14:28,388,SW-TWR-001,SE-TWR-001,VIDEO,COMPLETED,N,5G,-116.68,188.24,Southwest
CDR-0000179,SUB-00014,2026-07-18T08:00:00,2026-07-18T08:15:55,955,SW-TWR-002,SW-TWR-003,VIDEO,COMPLETED,N,5G,-67.14,88.4,Southwest
CDR-0000180,SUB-00078,2026-07-06T04:54:00,2026-07-06T05:03:23,563,NW-TWR-002,SE-TWR-001,VIDEO,COMPLETED,N,5G,-83.54,242.01,Northwest
CDR-0000181,SUB-00062,2026-07-15T18:33:00,2026-07-15T18:33:54,54,SE-TWR-003,SE-TWR-003,VOLTE,COMPLETED,N,5G,-104.86,95.89,Southeast
CDR-0000182,SUB-00039,2026-07-22T08:11:00,2026-07-22T08:12:52,112,SW-TWR-002,MW-TWR-002,VIDEO,COMPLETED,N,5G,-123.93,239.06,Southwest
CDR-0000183,SUB-00030,2026-07-06T03:44:00,2026-07-06T04:05:20,1280,SE-TWR-003,SE-TWR-001,VIDEO,COMPLETED,N,5G,-95.67,202.07,Southeast
CDR-0000184,SUB-00063,2026-07-19T11:02:00,2026-07-19T11:08:39,399,SE-TWR-002,NW-TWR-002,VOICE,COMPLETED,N,5G,-85.28,15.75,Southeast
CDR-0000185,SUB-00092,2026-07-05T21:48:00,2026-07-05T21:57:23,563,SE-TWR-002,SW-TWR-003,VOLTE,COMPLETED,N,5G,-114.6,208.08,Southeast
CDR-0000186,SUB-00095,2026-07-18T04:09:00,2026-07-18T04:17:15,495,SE-TWR-002,NW-TWR-001,VOLTE,COMPLETED,N,5G,-121.25,257.41,Southeast
CDR-0000187,SUB-00025,2026-07-24T22:12:00,2026-07-24T22:33:43,1303,MW-TWR-003,NW-TWR-002,VOLTE,COMPLETED,N,5G,-81.59,194.07,Midwest
CDR-0000188,SUB-00077,2026-07-22T18:06:00,2026-07-22T18:20:47,887,MW-TWR-002,NW-TWR-001,VOLTE,COMPLETED,N,5G,-67.14,88.55,Midwest
CDR-0000189,SUB-00026,2026-07-14T10:30:00,2026-07-14T10:42:45,765,SE-TWR-002,SE-TWR-001,VIDEO,COMPLETED,N,5G,-93.48,102.38,Southeast
CDR-0000190,SUB-00063,2026-07-15T05:20:00,2026-07-15T05:23:58,238,MW-TWR-003,SW-TWR-003,VOICE,COMPLETED,N,5G,-69.74,156.62,Midwest
CDR-0000191,SUB-00095,2026-07-12T16:12:00,2026-07-12T16:38:45,1605,SW-TWR-001,SE-TWR-002,VIDEO,COMPLETED,N,5G,-73.61,270.58,Southwest
CDR-0000192,SUB-00005,2026-07-01T22:01:00,2026-07-01T22:05:19,259,SE-TWR-002,NW-TWR-002,VOICE,COMPLETED,N,5G,-96.85,188.68,Southeast
CDR-0000193,SUB-00076,2026-07-23T14:56:00,2026-07-23T15:18:26,1346,MW-TWR-002,SE-TWR-001,VOLTE,COMPLETED,Y,5G,-93.35,96.0,Midwest
CDR-0000194,SUB-00071,2026-07-07T18:49:00,2026-07-07T19:04:25,925,SW-TWR-003,MW-TWR-002,VIDEO,COMPLETED,N,5G,-124.95,32.69,Southwest
CDR-0000195,SUB-00076,2026-07-19T15:18:00,2026-07-19T15:46:09,1689,MW-TWR-002,NW-TWR-002,VIDEO,FAILED,N,5G,-72.27,181.66,Midwest
CDR-0000196,SUB-00001,2026-07-08T13:51:00,2026-07-08T14:19:16,1696,SE-TWR-002,NW-TWR-003,VOICE,COMPLETED,N,5G,-120.06,32.6,Southeast
CDR-0000197,SUB-00056,2026-07-05T05:24:00,2026-07-05T05:35:15,675,NW-TWR-003,SE-TWR-002,VIDEO,COMPLETED,N,4G,-67.98,16.66,Northwest
CDR-0000198,SUB-00040,2026-07-13T02:04:00,2026-07-13T02:21:42,1062,SW-TWR-003,SW-TWR-003,VIDEO,COMPLETED,N,5G,-99.87,143.06,Southwest
CDR-0000199,SUB-00042,2026-07-08T02:37:00,2026-07-08T02:54:40,1060,SE-TWR-001,NW-TWR-002,VOICE,COMPLETED,N,5G,-67.03,232.1,Southeast
CDR-0000200,SUB-00045,2026-07-01T18:00:00,2026-07-01T18:18:30,1110,SE-TWR-002,SE-TWR-003,VIDEO,COMPLETED,N,5G,-77.75,96.44,Southeast
CDR-0000201,SUB-00085,2026-07-14T09:48:00,2026-07-14T10:06:52,1132,MW-TWR-001,NW-TWR-001,VOICE,COMPLETED,N,5G,-100.39,97.16,Midwest
CDR-0000202,SUB-00051,2026-07-15T12:39:00,2026-07-15T12:52:43,823,SE-TWR-002,SE-TWR-001,VOLTE,COMPLETED,N,5G,-101.18,276.85,Southeast
CDR-0000203,SUB-00030,2026-07-12T15:21:00,2026-07-12T15:47:27,1587,SW-TWR-001,NW-TWR-002,VOICE,COMPLETED,N,5G,-76.48,101.41,Southwest
CDR-0000204,SUB-00081,2026-07-08T02:31:00,2026-07-08T02:45:27,867,SE-TWR-002,SW-TWR-002,VOLTE,COMPLETED,N,5G,-109.97,75.15,Southeast
CDR-0000205,SUB-00064,2026-07-02T13:09:00,2026-07-02T13:26:41,1061,MW-TWR-001,SE-TWR-003,VIDEO,DROPPED,N,5G,-90.99,254.8,Midwest
CDR-0000206,SUB-00042,2026-07-06T14:25:00,2026-07-06T14:40:54,954,SW-TWR-003,SE-TWR-003,VIDEO,COMPLETED,N,5G,-85.04,15.13,Southwest
CDR-0000207,SUB-00001,2026-07-21T19:08:00,2026-07-21T19:30:07,1327,SW-TWR-003,SW-TWR-003,VIDEO,COMPLETED,N,5G,-67.71,176.81,Southwest
CDR-0000208,SUB-00025,2026-07-20T15:14:00,2026-07-20T15:22:03,483,NW-TWR-001,MW-TWR-003,VIDEO,COMPLETED,N,5G,-69.07,64.49,Northwest
CDR-0000209,SUB-00035,2026-07-13T13:22:00,2026-07-13T13:31:35,575,NW-TWR-002,SE-TWR-003,VIDEO,COMPLETED,Y,5G,-124.64,232.18,Northwest
CDR-0000210,SUB-00024,2026-07-10T22:14:00,2026-07-10T22:20:32,392,NW-TWR-002,SW-TWR-001,VOLTE,COMPLETED,Y,5G,-103.77,157.88,Northwest
CDR-0000211,SUB-00078,2026-07-23T03:27:00,2026-07-23T03:40:23,803,SE-TWR-001,MW-TWR-002,VOICE,COMPLETED,Y,5G,-70.49,178.54,Southeast
CDR-0000212,SUB-00058,2026-07-15T00:32:00,2026-07-15T00:50:11,1091,SW-TWR-001,SW-TWR-001,VOLTE,COMPLETED,N,5G,-74.56,81.68,Southwest
CDR-0000213,SUB-00070,2026-07-18T08:57:00,2026-07-18T09:19:44,1364,SW-TWR-001,SW-TWR-002,VOICE,COMPLETED,N,5G,-108.76,94.92,Southwest
CDR-0000214,SUB-00079,2026-07-13T03:08:00,2026-07-13T03:15:46,466,MW-TWR-003,MW-TWR-003,VIDEO,COMPLETED,N,5G,-76.94,69.99,Midwest
CDR-0000215,SUB-00036,2026-07-07T18:28:00,2026-07-07T18:44:32,992,SW-TWR-003,SE-TWR-002,VIDEO,COMPLETED,N,5G,-95.54,145.37,Southwest
CDR-0000216,SUB-00012,2026-07-27T00:38:00,2026-07-27T00:53:48,948,NW-TWR-002,NW-TWR-001,VIDEO,COMPLETED,N,5G,-115.96,197.45,Northwest
CDR-0000217,SUB-00019,2026-07-06T11:45:00,2026-07-06T11:58:25,805,SW-TWR-002,NW-TWR-003,VOLTE,COMPLETED,N,5G,-122.88,84.24,Southwest
CDR-0000218,SUB-00034,2026-07-26T13:08:00,2026-07-26T13:11:25,205,SE-TWR-002,SE-TWR-003,VOICE,COMPLETED,N,5G,-83.41,81.39,Southeast
CDR-0000219,SUB-00073,2026-07-22T08:39:00,2026-07-22T09:03:05,1445,SW-TWR-003,NW-TWR-002,VOICE,COMPLETED,N,5G,-68.59,95.34,Southwest
CDR-0000220,SUB-00024,2026-07-02T15:53:00,2026-07-02T16:21:21,1701,MW-TWR-001,NW-TWR-002,VIDEO,COMPLETED,Y,5G,-70.32,263.66,Midwest
CDR-0000221,SUB-00033,2026-07-28T04:43:00,2026-07-28T05:05:48,1368,NW-TWR-001,SW-TWR-003,VOICE,COMPLETED,N,5G,-117.52,27.87,Northwest
CDR-0000222,SUB-00029,2026-07-23T05:36:00,2026-07-23T05:59:45,1425,SE-TWR-001,NW-TWR-003,VOICE,COMPLETED,N,5G,-81.84,46.92,Southeast
CDR-0000223,SUB-00052,2026-07-09T06:47:00,2026-07-09T07:05:47,1127,SE-TWR-003,SE-TWR-002,VIDEO,COMPLETED,N,5G,-101.05,117.58,Southeast
CDR-0000224,SUB-00058,2026-07-28T17:10:00,2026-07-28T17:33:23,1403,SW-TWR-003,SW-TWR-003,VIDEO,COMPLETED,N,5G,-68.44,178.38,Southwest
CDR-0000225,SUB-00026,2026-07-23T20:06:00,2026-07-23T20:32:36,1596,NW-TWR-003,MW-TWR-001,VOLTE,COMPLETED,N,4G,-82.77,128.69,Northwest
CDR-0000226,SUB-00085,2026-07-08T04:13:00,2026-07-08T04:27:16,856,SE-TWR-001,MW-TWR-002,VOLTE,COMPLETED,N,5G,-88.94,150.75,Southeast
CDR-0000227,SUB-00008,2026-07-04T14:22:00,2026-07-04T14:35:39,819,MW-TWR-001,MW-TWR-001,VOICE,COMPLETED,Y,5G,-91.76,245.29,Midwest
CDR-0000228,SUB-00094,2026-07-10T05:37:00,2026-07-10T06:02:55,1555,SW-TWR-001,NW-TWR-003,VIDEO,COMPLETED,N,5G,-66.45,38.6,Southwest
CDR-0000229,SUB-00067,2026-07-19T10:22:00,2026-07-19T10:28:39,399,NW-TWR-002,NW-TWR-003,VOICE,COMPLETED,N,5G,-102.97,27.75,Northwest
CDR-0000230,SUB-00029,2026-07-21T22:37:00,2026-07-21T23:00:02,1382,SE-TWR-002,SW-TWR-002,VOLTE,COMPLETED,N,5G,-115.22,146.75,Southeast
CDR-0000231,SUB-00088,2026-07-22T10:22:00,2026-07-22T10:29:08,428,SW-TWR-003,SE-TWR-003,VOLTE,COMPLETED,N,5G,-123.26,129.27,Southwest
CDR-0000232,SUB-00084,2026-07-20T02:45:00,2026-07-20T02:52:51,471,SW-TWR-001,SE-TWR-002,VIDEO,COMPLETED,N,5G,-118.0,167.59,Southwest
CDR-0000233,SUB-00073,2026-07-22T09:08:00,2026-07-22T09:30:24,1344,MW-TWR-002,NW-TWR-001,VIDEO,COMPLETED,N,5G,-107.31,190.05,Midwest
CDR-0000234,SUB-00029,2026-07-13T06:55:00,2026-07-13T07:04:55,595,MW-TWR-002,MW-TWR-002,VOLTE,COMPLETED,N,5G,-80.65,230.85,Midwest
CDR-0000235,SUB-00087,2026-07-02T09:58:00,2026-07-02T10:02:21,261,NW-TWR-001,SW-TWR-001,VOLTE,COMPLETED,N,5G,-122.05,222.06,Northwest
CDR-0000236,SUB-00086,2026-07-01T09:13:00,2026-07-01T09:24:26,686,SW-TWR-003,SE-TWR-003,VOICE,COMPLETED,N,5G,-88.17,207.58,Southwest
CDR-0000237,SUB-00095,2026-07-10T18:05:00,2026-07-10T18:18:40,820,SE-TWR-002,NW-TWR-001,VIDEO,COMPLETED,N,5G,-111.8,266.15,Southeast
CDR-0000238,SUB-00093,2026-07-13T17:22:00,2026-07-13T17:27:42,342,MW-TWR-001,NW-TWR-003,VIDEO,COMPLETED,N,5G,-73.01,160.15,Midwest
CDR-0000239,SUB-00060,2026-07-13T05:07:00,2026-07-13T05:12:34,334,SE-TWR-003,MW-TWR-002,VIDEO,COMPLETED,N,5G,-68.36,167.1,Southeast
CDR-0000240,SUB-00037,2026-07-08T17:02:00,2026-07-08T17:16:24,864,NW-TWR-001,SE-TWR-003,VOLTE,COMPLETED,N,5G,-76.06,74.24,Northwest
CDR-0000241,SUB-00034,2026-07-05T13:55:00,2026-07-05T14:05:24,624,MW-TWR-001,SE-TWR-003,VOICE,COMPLETED,N,5G,-105.57,194.04,Midwest
CDR-0000242,SUB-00007,2026-07-05T22:50:00,2026-07-05T23:12:14,1334,NW-TWR-003,NW-TWR-003,VOICE,DROPPED,N,4G,-103.41,229.87,Northwest
CDR-0000243,SUB-00044,2026-07-02T09:41:00,2026-07-02T09:57:49,1009,SW-TWR-002,SE-TWR-003,VIDEO,COMPLETED,N,5G,-90.99,243.64,Southwest
CDR-0000244,SUB-00098,2026-07-14T18:19:00,2026-07-14T18:23:18,258,MW-TWR-003,SE-TWR-003,VIDEO,COMPLETED,N,5G,-112.64,262.91,Midwest
CDR-0000245,SUB-00094,2026-07-23T04:15:00,2026-07-23T04:27:46,766,SW-TWR-001,NW-TWR-003,VOLTE,COMPLETED,N,5G,-104.88,24.9,Southwest
CDR-0000246,SUB-00068,2026-07-19T23:06:00,2026-07-19T23:12:42,402,MW-TWR-003,SW-TWR-001,VOLTE,DROPPED,N,5G,-123.46,108.77,Midwest
CDR-0000247,SUB-00041,2026-07-27T01:27:00,2026-07-27T01:55:00,1680,MW-TWR-001,NW-TWR-001,VOLTE,COMPLETED,N,5G,-99.93,158.76,Midwest
CDR-0000248,SUB-00056,2026-07-19T04:09:00,2026-07-19T04:12:45,225,NW-TWR-002,SW-TWR-003,VIDEO,COMPLETED,N,5G,-122.66,85.67,Northwest
CDR-0000249,SUB-00093,2026-07-10T05:20:00,2026-07-10T05:49:53,1793,SE-TWR-003,SW-TWR-003,VIDEO,COMPLETED,N,5G,-124.19,228.92,Southeast
CDR-0000250,SUB-00018,2026-07-25T14:13:00,2026-07-25T14:35:43,1363,SE-TWR-003,SE-TWR-001,VOLTE,COMPLETED,Y,5G,-100.12,125.88,Southeast
CDR-0000251,SUB-00085,2026-07-18T08:04:00,2026-07-18T08:11:20,440,SE-TWR-001,NW-TWR-002,VOLTE,COMPLETED,Y,5G,-90.82,269.96,Southeast
CDR-0000252,SUB-00063,2026-07-15T15:00:00,2026-07-15T15:05:38,338,SE-TWR-001,NW-TWR-003,VIDEO,COMPLETED,N,5G,-86.92,81.21,Southeast
CDR-0000253,SUB-00058,2026-07-02T07:56:00,2026-07-02T08:18:18,1338,MW-TWR-003,SE-TWR-001,VOLTE,COMPLETED,Y,5G,-94.67,255.98,Midwest
CDR-0000254,SUB-00098,2026-07-14T18:09:00,2026-07-14T18:33:08,1448,SW-TWR-001,NW-TWR-003,VOICE,COMPLETED,Y,5G,-113.58,97.45,Southwest
CDR-0000255,SUB-00041,2026-07-17T05:38:00,2026-07-17T05:51:16,796,NW-TWR-003,SE-TWR-003,VOLTE,COMPLETED,N,4G,-89.44,70.99,Northwest
CDR-0000256,SUB-00043,2026-07-08T07:50:00,2026-07-08T08:12:27,1347,SE-TWR-001,MW-TWR-003,VOICE,COMPLETED,Y,5G,-85.61,210.75,Southeast
CDR-0000257,SUB-00090,2026-07-13T19:42:00,2026-07-13T20:06:10,1450,MW-TWR-003,MW-TWR-002,VIDEO,COMPLETED,N,5G,-67.68,279.85,Midwest
CDR-0000258,SUB-00006,2026-07-26T00:49:00,2026-07-26T01:02:00,780,NW-TWR-002,MW-TWR-001,VOLTE,COMPLETED,N,5G,-118.86,149.06,Northwest
CDR-0000259,SUB-00022,2026-07-24T16:42:00,2026-07-24T17:06:20,1460,NW-TWR-003,NW-TWR-003,VIDEO,COMPLETED,N,4G,-87.33,265.28,Northwest
CDR-0000260,SUB-00011,2026-07-25T17:30:00,2026-07-25T17:46:14,974,SW-TWR-003,SE-TWR-003,VIDEO,COMPLETED,N,5G,-79.35,232.03,Southwest
CDR-0000261,SUB-00035,2026-07-17T00:10:00,2026-07-17T00:21:15,675,MW-TWR-001,SE-TWR-003,VIDEO,COMPLETED,N,5G,-85.91,57.27,Midwest
CDR-0000262,SUB-00014,2026-07-04T16:34:00,2026-07-04T16:52:07,1087,SW-TWR-001,NW-TWR-003,VOLTE,COMPLETED,N,5G,-102.91,111.51,Southwest
CDR-0000263,SUB-00012,2026-07-24T23:52:00,2026-07-25T00:15:52,1432,SW-TWR-001,MW-TWR-003,VOLTE,DROPPED,N,5G,-115.61,227.67,Southwest
CDR-0000264,SUB-00023,2026-07-01T21:24:00,2026-07-01T21:25:24,84,NW-TWR-003,SE-TWR-001,VOICE,COMPLETED,N,4G,-112.12,255.62,Northwest
CDR-0000265,SUB-00024,2026-07-04T22:22:00,2026-07-04T22:48:18,1578,MW-TWR-003,SW-TWR-003,VOICE,COMPLETED,Y,5G,-76.12,270.33,Midwest
CDR-0000266,SUB-00027,2026-07-05T09:50:00,2026-07-05T10:16:29,1589,NW-TWR-001,MW-TWR-001,VOLTE,COMPLETED,N,5G,-115.66,213.19,Northwest
CDR-0000267,SUB-00037,2026-07-08T03:57:00,2026-07-08T04:11:18,858,MW-TWR-003,SW-TWR-003,VOICE,COMPLETED,N,5G,-106.81,193.93,Midwest
CDR-0000268,SUB-00032,2026-07-20T18:27:00,2026-07-20T18:27:45,45,NW-TWR-003,SW-TWR-002,VOLTE,COMPLETED,N,4G,-95.87,224.88,Northwest
CDR-0000269,SUB-00025,2026-07-19T18:12:00,2026-07-19T18:21:55,595,NW-TWR-001,SW-TWR-003,VIDEO,COMPLETED,N,5G,-75.95,141.07,Northwest
CDR-0000270,SUB-00084,2026-07-22T19:46:00,2026-07-22T20:13:37,1657,MW-TWR-003,MW-TWR-002,VOLTE,COMPLETED,N,5G,-124.33,245.62,Midwest
CDR-0000271,SUB-00094,2026-07-03T20:38:00,2026-07-03T20:49:39,699,MW-TWR-002,SW-TWR-002,VOLTE,COMPLETED,N,5G,-91.76,254.12,Midwest
CDR-0000272,SUB-00009,2026-07-28T21:50:00,2026-07-28T22:04:44,884,MW-TWR-002,SE-TWR-001,VOLTE,COMPLETED,N,5G,-116.11,229.4,Midwest
CDR-0000273,SUB-00018,2026-07-23T05:08:00,2026-07-23T05:32:53,1493,SE-TWR-001,SW-TWR-003,VOLTE,COMPLETED,N,5G,-105.76,176.09,Southeast
CDR-0000274,SUB-00064,2026-07-19T17:01:00,2026-07-19T17:15:59,899,MW-TWR-002,NW-TWR-003,VOLTE,COMPLETED,Y,5G,-121.79,271.23,Midwest
CDR-0000275,SUB-00092,2026-07-18T21:37:00,2026-07-18T21:38:27,87,SE-TWR-001,MW-TWR-003,VIDEO,COMPLETED,Y,5G,-74.32,259.67,Southeast
CDR-0000276,SUB-00040,2026-07-14T19:18:00,2026-07-14T19:47:53,1793,MW-TWR-002,SE-TWR-001,VOICE,COMPLETED,N,5G,-90.24,109.06,Midwest
CDR-0000277,SUB-00096,2026-07-06T11:59:00,2026-07-06T12:07:04,484,NW-TWR-001,NW-TWR-002,VOICE,COMPLETED,N,5G,-111.76,196.27,Northwest
CDR-0000278,SUB-00044,2026-07-23T21:41:00,2026-07-23T21:43:17,137,SE-TWR-001,SE-TWR-002,VOICE,COMPLETED,N,5G,-78.86,268.41,Southeast
CDR-0000279,SUB-00053,2026-07-11T18:34:00,2026-07-11T18:58:55,1495,SW-TWR-002,NW-TWR-003,VOICE,COMPLETED,N,5G,-110.78,165.44,Southwest
CDR-0000280,SUB-00069,2026-07-26T06:20:00,2026-07-26T06:34:23,863,SW-TWR-001,NW-TWR-003,VOICE,COMPLETED,Y,5G,-118.01,176.67,Southwest
CDR-0000281,SUB-00026,2026-07-16T20:46:00,2026-07-16T20:53:07,427,NW-TWR-003,SE-TWR-003,VOLTE,DROPPED,Y,4G,-105.57,89.24,Northwest
CDR-0000282,SUB-00068,2026-07-15T19:54:00,2026-07-15T19:55:19,79,NW-TWR-002,SW-TWR-003,VOLTE,COMPLETED,Y,5G,-81.39,81.63,Northwest
CDR-0000283,SUB-00001,2026-07-19T10:43:00,2026-07-19T11:08:21,1521,SW-TWR-002,SE-TWR-002,VOLTE,DROPPED,N,5G,-119.73,162.22,Southwest
CDR-0000284,SUB-00015,2026-07-28T12:05:00,2026-07-28T12:12:16,436,SW-TWR-003,MW-TWR-002,VIDEO,COMPLETED,N,5G,-77.85,27.98,Southwest
CDR-0000285,SUB-00056,2026-07-14T16:13:00,2026-07-14T16:19:52,412,MW-TWR-002,MW-TWR-003,VIDEO,COMPLETED,N,5G,-119.0,47.58,Midwest
CDR-0000286,SUB-00040,2026-07-16T00:12:00,2026-07-16T00:29:51,1071,NW-TWR-001,SE-TWR-003,VOLTE,COMPLETED,N,5G,-114.86,220.38,Northwest
CDR-0000287,SUB-00042,2026-07-14T12:21:00,2026-07-14T12:41:33,1233,SW-TWR-003,MW-TWR-001,VOICE,COMPLETED,N,5G,-71.87,195.97,Southwest
CDR-0000288,SUB-00055,2026-07-08T23:11:00,2026-07-08T23:14:08,188,SE-TWR-001,SE-TWR-003,VIDEO,COMPLETED,Y,5G,-78.88,78.37,Southeast
CDR-0000289,SUB-00063,2026-07-20T11:13:00,2026-07-20T11:40:54,1674,SE-TWR-002,NW-TWR-002,VOLTE,DROPPED,N,5G,-122.2,164.53,Southeast
CDR-0000290,SUB-00025,2026-07-26T10:45:00,2026-07-26T10:57:31,751,SE-TWR-003,SE-TWR-001,VIDEO,COMPLETED,N,5G,-84.44,220.07,Southeast
CDR-0000291,SUB-00059,2026-07-07T04:45:00,2026-07-07T05:02:18,1038,NW-TWR-001,NW-TWR-001,VOLTE,COMPLETED,N,5G,-106.94,265.68,Northwest
CDR-0000292,SUB-00005,2026-07-10T17:44:00,2026-07-10T17:51:26,446,SE-TWR-002,NW-TWR-003,VOICE,FAILED,N,5G,-92.1,150.66,Southeast
CDR-0000293,SUB-00002,2026-07-04T10:16:00,2026-07-04T10:36:10,1210,MW-TWR-002,NW-TWR-002,VOICE,COMPLETED,N,5G,-66.9,185.05,Midwest
CDR-0000294,SUB-00064,2026-07-18T04:03:00,2026-07-18T04:24:38,1298,SE-TWR-001,MW-TWR-002,VOLTE,COMPLETED,Y,5G,-96.51,163.83,Southeast
CDR-0000295,SUB-00092,2026-07-19T22:31:00,2026-07-19T22:58:42,1662,MW-TWR-002,MW-TWR-003,VOICE,COMPLETED,N,5G,-118.42,96.62,Midwest
CDR-0000296,SUB-00100,2026-07-14T09:49:00,2026-07-14T10:15:13,1573,SE-TWR-001,NW-TWR-003,VIDEO,COMPLETED,N,5G,-70.56,146.47,Southeast
CDR-0000297,SUB-00050,2026-07-23T16:30:00,2026-07-23T16:49:23,1163,NW-TWR-002,NW-TWR-001,VOICE,COMPLETED,N,5G,-91.79,108.81,Northwest
