event_id,event_time,tower_id,event_type,severity,latency_ms,packet_loss_pct,signal_strength_dbm,utilization_pct,availability_pct,region
NET-0000190,2026-07-25T16:00:00,MW-TWR-001,NORMAL_HEARTBEAT,INFO,333.56,10.4,-122.15,15.04,98.9198,Midwest
NET-0000191,2026-07-11T16:52:00,NW-TWR-003,NORMAL_HEARTBEAT,INFO,153.17,9.14,-86.83,63.24,97.0135,Northwest
NET-0000192,2026-07-07T12:46:00,SW-TWR-003,NORMAL_HEARTBEAT,INFO,260.15,10.78,-60.31,84.51,97.2187,Southwest
NET-0000193,2026-07-10T23:59:00,MW-TWR-002,NORMAL_HEARTBEAT,INFO,156.19,12.43,-94.28,33.89,97.5976,Midwest
NET-0000194,2026-07-05T08:23:00,MW-TWR-003,SIGNAL_DEGRADATION,HIGH,105.16,8.1,-112.62,57.82,96.8052,Midwest
NET-0000195,2026-07-09T23:51:00,MW-TWR-001,NORMAL_HEARTBEAT,INFO,296.98,2.79,-76.87,107.92,99.9103,Midwest
NET-0000196,2026-07-10T19:05:00,SE-TWR-003,NORMAL_HEARTBEAT,INFO,234.24,12.55,-115.86,76.04,97.5392,Southeast
NET-0000197,2026-07-24T04:06:00,MW-TWR-002,CONGESTION,LOW,306.48,4.39,-82.32,41.46,99.1291,Midwest
NET-0000198,2026-07-13T15:06:00,MW-TWR-001,HIGH_LATENCY,HIGH,86.59,9.06,-68.99,82.12,95.2228,Midwest
NET-0000199,2026-07-16T20:13:00,MW-TWR-001,PACKET_LOSS,LOW,115.08,14.01,-84.49,22.12,95.127,Midwest
NET-0000200,2026-07-16T22:37:00,SE-TWR-002,HIGH_LATENCY,HIGH,58.58,7.64,-129.5,46.8,98.0722,Southeast
NET-0000201,2026-07-20T23:09:00,NW-TWR-001,SIGNAL_DEGRADATION,MEDIUM,321.14,12.98,-128.59,35.35,99.8818,Northwest
NET-0000202,2026-07-19T09:01:00,SE-TWR-003,PACKET_LOSS,MEDIUM,161.87,9.38,-119.12,43.05,96.0014,Southeast
NET-0000203,2026-07-11T13:35:00,SE-TWR-002,NORMAL_HEARTBEAT,INFO,267.37,14.25,-112.18,75.67,97.1898,Southeast
NET-0000204,2026-07-18T10:21:00,NW-TWR-002,CONGESTION,LOW,243.83,12.91,-96.82,51.49,96.9179,Northwest
NET-0000205,2026-07-19T08:22:00,NW-TWR-001,HIGH_LATENCY,HIGH,17.05,14.69,-67.78,69.12,98.0162,Northwest
NET-0000206,2026-07-10T17:27:00,MW-TWR-001,NORMAL_HEARTBEAT,INFO,95.22,10.68,-85.26,87.62,96.7745,Midwest
NET-0000207,2026-07-23T19:13:00,SE-TWR-001,PACKET_LOSS,MEDIUM,158.15,12.5,-96.84,88.83,94.236,Southeast
NET-0000208,2026-07-14T16:42:00,SE-TWR-003,NORMAL_HEARTBEAT,INFO,203.06,1.52,-116.63,60.98,99.4276,Southeast
NET-0000209,2026-07-06T15:31:00,MW-TWR-001,CONGESTION,MEDIUM,327.46,13.86,-94.78,74.47,94.3985,Midwest
NET-0000210,2026-07-05T09:49:00,NW-TWR-003,NORMAL_HEARTBEAT,INFO,98.1,3.27,-117.35,93.32,95.1745,Northwest
NET-0000211,2026-07-13T18:29:00,SW-TWR-002,NORMAL_HEARTBEAT,INFO,44.11,8.75,-71.92,62.67,98.0303,Southwest
NET-0000212,2026-07-18T14:27:00,SW-TWR-002,NORMAL_HEARTBEAT,INFO,99.25,14.88,-90.74,60.84,94.2238,Southwest
NET-0000213,2026-07-09T08:53:00,SE-TWR-002,NORMAL_HEARTBEAT,INFO,100.37,4.32,-91.75,17.68,99.6701,Southeast
NET-0000214,2026-07-13T05:49:00,MW-TWR-002,CONGESTION,HIGH,249.63,0.9,-103.55,89.91,94.1484,Midwest
NET-0000215,2026-07-17T22:56:00,NW-TWR-001,NORMAL_HEARTBEAT,INFO,232.83,12.54,-86.16,22.98,97.9508,Northwest
NET-0000216,2026-07-23T18:04:00,NW-TWR-003,NORMAL_HEARTBEAT,INFO,31.41,11.24,-109.98,34.55,98.3077,Northwest
NET-0000217,2026-07-14T04:39:00,SW-TWR-002,NORMAL_HEARTBEAT,INFO,198.41,5.24,-123.16,76.35,95.1092,Southwest
NET-0000218,2026-07-24T09:27:00,SW-TWR-001,CONGESTION,MEDIUM,243.38,10.78,-99.19,108.23,95.0948,Southwest
NET-0000219,2026-07-10T08:15:00,SW-TWR-001,NORMAL_HEARTBEAT,INFO,327.51,2.07,-100.67,85.03,94.5842,Southwest
NET-0000220,2026-07-26T17:57:00,SW-TWR-003,TOWER_RESTART,LOW,252.8,13.72,-117.87,26.51,95.1193,Southwest
NET-0000221,2026-07-26T14:08:00,SW-TWR-003,CONGESTION,MEDIUM,254.16,10.46,-105.95,73.55,94.2905,Southwest
NET-0000222,2026-07-23T15:45:00,SW-TWR-001,NORMAL_HEARTBEAT,INFO,294.64,1.15,-87.46,48.74,94.8752,Southwest
NET-0000223,2026-07-08T05:26:00,NW-TWR-001,NORMAL_HEARTBEAT,INFO,249.12,1.81,-106.08,72.1,99.3456,Northwest
NET-0000224,2026-07-25T19:20:00,MW-TWR-001,HIGH_LATENCY,LOW,256.33,8.74,-125.78,26.17,97.8599,Midwest
NET-0000225,2026-07-15T17:11:00,SW-TWR-003,CONGESTION,LOW,22.88,1.28,-124.78,93.58,97.7242,Southwest
NET-0000226,2026-07-24T18:46:00,SE-TWR-003,NORMAL_HEARTBEAT,INFO,181.57,0.86,-116.11,59.31,99.0158,Southeast
NET-0000227,2026-07-02T15:36:00,SE-TWR-001,HIGH_LATENCY,MEDIUM,92.23,10.75,-73.85,39.41,95.7226,Southeast
NET-0000228,2026-07-25T21:51:00,MW-TWR-002,CONGESTION,MEDIUM,207.19,4.98,-108.76,28.05,97.1352,Midwest
NET-0000229,2026-07-25T10:54:00,MW-TWR-002,NORMAL_HEARTBEAT,INFO,298.62,8.22,-67.44,23.61,94.5732,Midwest
NET-0000230,2026-07-21T18:13:00,SW-TWR-002,SIGNAL_DEGRADATION,LOW,310.26,4.55,-103.18,57.65,97.9895,Southwest
NET-0000231,2026-07-11T10:31:00,SW-TWR-001,NORMAL_HEARTBEAT,INFO,201.12,12.37,-125.25,62.01,95.6312,Southwest
NET-0000232,2026-07-18T13:26:00,SE-TWR-001,NORMAL_HEARTBEAT,INFO,186.61,4.41,-68.44,87.1,98.3964,Southeast
NET-0000233,2026-07-04T23:26:00,SW-TWR-002,NORMAL_HEARTBEAT,INFO,11.49,7.48,-116.75,88.81,96.7921,Southwest
NET-0000234,2026-07-07T09:04:00,NW-TWR-001,HIGH_LATENCY,MEDIUM,47.08,13.47,-121.22,24.8,96.4567,Northwest
NET-0000235,2026-07-08T14:28:00,MW-TWR-001,NORMAL_HEARTBEAT,INFO,163.91,10.19,-92.73,43.52,99.8131,Midwest
NET-0000236,2026-07-08T03:38:00,NW-TWR-002,CONGESTION,HIGH,297.12,11.74,-65.95,64.67,94.2545,Northwest
NET-0000237,2026-07-28T03:25:00,MW-TWR-001,HIGH_LATENCY,MEDIUM,115.57,3.22,-119.76,104.55,98.5781,Midwest
NET-0000238,2026-07-08T15:08:00,MW-TWR-003,PACKET_LOSS,HIGH,332.29,3.58,-120.24,44.36,97.6212,Midwest
NET-0000239,2026-07-02T07:20:00,SW-TWR-002,CONGESTION,HIGH,64.44,7.43,-71.0,40.52,97.5519,Southwest
NET-0000240,2026-07-17T23:07:00,MW-TWR-002,NORMAL_HEARTBEAT,INFO,242.46,7.28,-126.38,87.55,96.6151,Midwest
